OBJECTID	Value	Count	LINK
331	331	2	1
332	332	1	1
333	333	1	1
334	334	4	1
335	335	34	1
336	336	7	1
337	337	16	1
338	338	4	1
339	339	4	1
340	340	2	1
341	341	11	1
342	342	13	1
343	343	2	1
344	344	1	1
345	345	20	1
346	346	1	1
347	347	4	1
348	348	21	1
349	349	114	1
350	350	16	1
351	351	2	1
352	352	62	1
353	353	52	1
354	354	19	1
355	355	1	1
356	356	6	1
357	357	3	1
358	358	1	1
359	359	1	1
360	360	2340	1
361	361	38	1
362	362	42	1
363	363	11	1
364	364	24	1
365	365	6	1
366	366	43	1
367	367	1452	1
368	368	60	1
369	369	10	1
370	370	25	1
371	371	2330	1
372	372	191	1
373	373	13	1
374	374	32	1
375	375	329	1
376	376	26	1
377	377	18	1
378	378	2	1
379	379	24	1
380	380	4	1
381	381	93	1
382	382	1	1
383	383	19	1
384	384	468	1
385	385	15	1
386	386	1	1
387	387	5	1
388	388	74	1
389	389	2	1
390	390	1117	1
391	391	1328	1
392	392	167	1
393	393	13	1
394	394	1	1
395	395	22	1
396	396	4	1
397	397	31	1
398	398	1	1
399	399	93	1
400	400	58	1
401	401	1229	1
402	402	1	1
403	403	305	1
404	404	145	1
405	405	14	1
406	406	502	1
407	407	15	1
408	408	171	1
409	409	1	1
410	410	6	1
411	411	37	1
412	412	3	1
413	413	134	1
414	414	2	1
415	415	2	1
416	416	716	1
417	417	1	1
418	418	22	1
419	419	1	1
420	420	48	1
421	421	20	1
422	422	18	1
423	423	2	1
424	424	5	1
425	425	11	1
426	426	75	1
427	427	7	1
428	428	25	1
429	429	19	1
430	430	10	1
431	431	1	1
432	432	1	1
433	433	4	1
434	434	13	1
435	435	168	1
436	436	472	1
437	437	22	1
438	438	13	1
439	439	11	1
440	440	2	1
441	441	2	1
442	442	1	1
443	443	53	1
444	444	1	1
445	445	100	1
446	446	61	1
447	447	1	1
448	448	16	1
449	449	2	1
450	450	2	1
451	451	41	1
452	452	2	1
453	453	2	1
454	454	1130	1
455	455	8	1
456	456	398	1
457	457	399	1
458	458	41	1
459	459	1	1
460	460	16	1
461	461	30	1
462	462	448	1
463	463	3	1
464	464	1	1
465	465	11	1
466	466	5	1
467	467	22	1
468	468	16	1
469	469	60	1
470	470	15	1
471	471	2	1
472	472	1	1
473	473	6	1
474	474	51	1
475	475	1	1
476	476	28	1
477	477	5	1
478	478	1	1
479	479	8	1
480	480	2	1
481	481	37	1
482	482	15	1
483	483	10	1
484	484	16	1
485	485	3	1
486	486	7	1
487	487	2	1
488	488	12	1
489	489	425	1
490	490	5	1
491	491	191	1
492	492	1	1
493	493	1	1
494	494	12634	1
495	495	2	1
496	496	138	1
497	497	64	1
498	498	36	1
499	499	48	1
500	500	87	1
501	501	15	1
502	502	203	1
503	503	27	1
504	504	196	1
505	505	24	1
506	506	15	1
507	507	3	1
508	508	61	1
509	509	1036	1
510	510	8	1
511	511	19	1
512	512	2305	1
513	513	7	1
514	514	49	1
515	515	5	1
516	516	12	1
517	517	15	1
518	518	35	1
519	519	793	1
520	520	36	1
521	521	1825	1
522	522	112	1
523	523	35	1
524	524	1	1
525	525	116	1
526	526	7	1
527	527	3	1
528	528	17	1
529	529	1	1
530	530	95	1
531	531	1	1
532	532	3	1
533	533	1	1
534	534	127	1
535	535	21	1
536	536	41	1
537	537	218	1
538	538	91	1
539	539	98	1
540	540	2	1
541	541	17	1
542	542	1259	1
543	543	19	1
544	544	102	1
545	545	24	1
546	546	19	1
547	547	21	1
548	548	1	1
549	549	1	1
550	550	435	1
551	551	117	1
552	552	1	1
553	553	180	1
554	554	9010	1
555	555	37	1
556	556	1	1
557	557	617	1
558	558	143	1
559	559	32	1
560	560	341	1
561	561	11	1
562	562	114	1
563	563	20	1
564	564	719	1
565	565	41	1
566	566	46	1
567	567	240	1
568	568	122	1
569	569	1	1
570	570	1	1
571	571	39	1
572	572	183	1
573	573	1	1
574	574	1	1
575	575	76	1
576	576	46	1
577	577	8	1
578	578	9	1
579	579	7	1
580	580	5	1
581	581	77	1
582	582	1	1
583	583	178	1
584	584	51	1
585	585	4	1
586	586	56	1
587	587	1	1
588	588	2	1
589	589	67	1
590	590	4	1
591	591	3	1
592	592	186	1
593	593	2	1
594	594	128	1
595	595	25	1
596	596	15	1
597	597	7	1
598	598	1	1
599	599	31	1
600	600	59	1
601	601	3	1
602	602	84	1
603	603	29	1
604	604	748	1
605	605	1	1
606	606	1	1
607	607	35	1
608	608	6	1
609	609	350	1
610	610	1	1
611	611	100	1
612	612	53	1
613	613	43	1
614	614	2	1
615	615	199	1
616	616	5	1
617	617	1	1
618	618	48	1
619	619	1	1
620	620	1	1
621	621	2	1
622	622	2	1
623	623	3	1
624	624	2549	1
625	625	1	1
626	626	194	1
627	627	12	1
628	628	4	1
629	629	4	1
630	630	2	1
631	631	1	1
632	632	491	1
633	633	2	1
634	634	528	1
635	635	23	1
636	636	66	1
637	637	260	1
638	638	26	1
639	639	1	1
640	640	13	1
641	641	43	1
642	642	1	1
643	643	9	1
644	644	1197	1
645	645	41	1
646	646	21	1
647	647	229	1
648	648	80	1
649	649	7303	1
650	650	130	1
651	651	29	1
652	652	1	1
653	653	16	1
654	654	8	1
655	655	1	1
656	656	42	1
657	657	2	1
658	658	10	1
659	659	1	1
660	660	1	1
661	661	1	1
662	662	1	1
663	663	3	1
664	664	1	1
665	665	56	1
666	666	31	1
667	667	1	1
668	668	3	1
669	669	27	1
670	670	3	1
671	671	29	1
672	672	1	1
673	673	126	1
674	674	2	1
675	675	2	1
676	676	89	1
677	677	713	1
678	678	2	1
679	679	69	1
680	680	2483	1
681	681	2	1
682	682	206	1
683	683	24	1
684	684	76	1
685	685	2	1
686	686	466	1
687	687	101	1
688	688	15	1
689	689	1	1
690	690	287	1
691	691	62	1
692	692	1758	1
693	693	621	1
694	694	62	1
695	695	56	1
696	696	8	1
697	697	19	1
698	698	1	1
699	699	1	1
700	700	285	1
701	701	1211	1
702	702	4	1
703	703	24	1
704	704	5	1
705	705	16	1
706	706	46	1
707	707	11	1
708	708	2	1
709	709	2	1
710	710	3	1
711	711	223	1
712	712	6	1
713	713	38	1
714	714	1	1
715	715	15	1
716	716	70	1
717	717	28	1
718	718	1	1
719	719	1360	1
720	720	59	1
721	721	16	1
722	722	93	1
723	723	15	1
724	724	136	1
725	725	1	1
726	726	60	1
727	727	1	1
728	728	25	1
729	729	2201	1
730	730	14	1
731	731	9	1
732	732	12	1
733	733	5	1
734	734	1	1
735	735	1	1
736	736	86	1
737	737	177	1
738	738	92	1
739	739	1	1
740	740	1	1
741	741	32	1
742	742	731	1
743	743	527	1
744	744	1717	1
745	745	7	1
746	746	115	1
747	747	115	1
748	748	16	1
749	749	46	1
750	750	23	1
751	751	1	1
752	752	1	1
753	753	27	1
754	754	8	1
755	755	235	1
756	756	1	1
757	757	211	1
758	758	339	1
759	759	11	1
760	760	5	1
761	761	90	1
762	762	123	1
763	763	63	1
764	764	14	1
765	765	465	1
766	766	12	1
767	767	23	1
768	768	110	1
769	769	1	1
770	770	19	1
771	771	1	1
772	772	131	1
773	773	17	1
774	774	190	1
775	775	25	1
776	776	41	1
777	777	1	1
778	778	80	1
779	779	1	1
780	780	431	1
781	781	479	1
782	782	1	1
783	783	351	1
784	784	1	1
785	785	72	1
786	786	1	1
787	787	13	1
788	788	1	1
789	789	265	1
790	790	4	1
791	791	22	1
792	792	23	1
793	793	9	1
794	794	1	1
795	795	8	1
796	796	22	1
797	797	168	1
798	798	1	1
799	799	216	1
800	800	578	1
801	801	1	1
802	802	30	1
803	803	658	1
804	804	1	1
805	805	2	1
806	806	27	1
807	807	5	1
808	808	1	1
809	809	2	1
810	810	4	1
811	811	1	1
812	812	15	1
813	813	20	1
814	814	111	1
815	815	1	1
816	816	283	1
817	817	1	1
818	818	61	1
819	819	2019	1
820	820	1	1
821	821	222	1
822	822	33	1
823	823	1	1
824	824	1	1
825	825	152	1
826	826	6	1
827	827	1	1
828	828	1	1
829	829	14	1
830	830	1	1
831	831	11	1
832	832	6	1
833	833	119	1
834	834	12	1
835	835	25	1
836	836	120	1
837	837	12	1
838	838	345	1
839	839	33	1
840	840	3	1
841	841	28	1
842	842	2	1
843	843	323	1
844	844	21	1
845	845	35	1
846	846	3425	1
847	847	4	1
848	848	6	1
849	849	547	1
850	850	23	1
851	851	9	1
852	852	93	1
853	853	19	1
854	854	145	1
855	855	1	1
856	856	24	1
857	857	1	1
858	858	1	1
859	859	6	1
860	860	17	1
861	861	141	1
862	862	3	1
863	863	52	1
864	864	10	1
865	865	24	1
866	866	274	1
867	867	149	1
868	868	67	1
869	869	391	1
870	870	1	1
871	871	2	1
872	872	3007	1
873	873	172	1
874	874	1	1
875	875	50	1
876	876	1	1
877	877	2	1
878	878	1	1
879	879	15976	1
880	880	25	1
881	881	34	1
882	882	18	1
883	883	106	1
884	884	22	1
885	885	3	1
886	886	56	1
887	887	62	1
888	888	1	1
889	889	1	1
890	890	299	1
891	891	2	1
892	892	12	1
893	893	1	1
894	894	10	1
895	895	4	1
896	896	23	1
897	897	9	1
898	898	14	1
899	899	96	1
900	900	3	1
901	901	15	1
902	902	3	1
903	903	1407	1
904	904	39	1
905	905	84	1
906	906	63	1
907	907	24	1
908	908	2	1
909	909	17	1
910	910	26	1
911	911	69	1
912	912	1	1
913	913	1	1
914	914	200	1
915	915	1899	1
916	916	445	1
917	917	2	1
918	918	1	1
919	919	47	1
920	920	1	1
921	921	29	1
922	922	31	1
923	923	3	1
924	924	70	1
925	925	2	1
926	926	20	1
927	927	24	1
928	928	48	1
929	929	44	1
930	930	3	1
931	931	48	1
932	932	180	1
933	933	9	1
934	934	67	1
935	935	29	1
936	936	117	1
937	937	68	1
938	938	727	1
939	939	57	1
940	940	9	1
941	941	9	1
942	942	5	1
943	943	66	1
944	944	9	1
945	945	1	1
946	946	1	1
947	947	52	1
948	948	78	1
949	949	1586	1
950	950	18	1
951	951	22	1
952	952	104	1
953	953	5	1
954	954	8	1
955	955	29	1
956	956	49	1
957	957	2	1
958	958	1	1
959	959	722	1
960	960	6	1
961	961	1	1
962	962	85	1
963	963	89	1
964	964	190	1
965	965	11	1
966	966	1	1
967	967	1	1
968	968	105	1
969	969	4	1
970	970	86	1
971	971	43	1
972	972	1	1
973	973	1	1
974	974	291	1
975	975	1776	1
976	976	1	1
977	977	170771	1
978	978	62	1
979	979	14	1
980	980	6	1
981	981	1	1
982	982	1	1
983	983	1	1
984	984	1	1
985	985	45	1
986	986	1	1
987	987	1	1
988	988	4	1
989	989	1	1
990	990	2	1
991	991	33	1
992	992	1	1
993	993	1308	1
994	994	1	1
995	995	7194	1
996	996	63	1
997	997	2	1
998	998	1	1
999	999	505	1
1000	1000	43	1
1001	1001	1	1
1002	1002	1	1
1003	1003	5	1
1004	1004	2	1
1005	1005	1	1
1006	1006	2	1
1007	1007	2	1
1008	1008	1	1
1009	1009	415	1
1010	1010	7	1
1011	1011	55	1
1012	1012	6	1
1013	1013	2	1
1014	1014	3	1
1015	1015	1	1
1016	1016	1	1
1017	1017	40	1
1018	1018	188	1
1019	1019	6	1
1020	1020	1	1
1021	1021	30	1
1022	1022	1	1
1023	1023	1	1
1024	1024	1	1
1025	1025	1	1
1026	1026	4	1
1027	1027	225	1
1028	1028	183	1
1029	1029	1	1
1030	1030	3	1
1031	1031	1	1
1032	1032	1	1
1033	1033	292	1
1034	1034	634	1
1035	1035	16	1
1036	1036	1	1
1037	1037	1	1
1038	1038	10	1
1039	1039	5	1
1040	1040	23	1
1041	1041	10	1
1042	1042	7	1
1043	1043	1	1
1044	1044	247	1
1045	1045	93	1
1046	1046	32	1
1047	1047	70	1
1048	1048	3	1
1049	1049	138	1
1050	1050	10	1
1051	1051	19	1
1052	1052	43	1
1053	1053	1	1
1054	1054	1	1
1055	1055	1	1
1056	1056	7	1
1057	1057	13	1
1058	1058	6	1
1059	1059	402	1
1060	1060	1057	1
1061	1061	1	1
1062	1062	3	1
1063	1063	1983	1
1064	1064	15	1
1065	1065	8	1
1066	1066	2	1
1067	1067	18	1
1068	1068	1	1
1069	1069	3	1
1070	1070	1	1
1071	1071	7	1
1072	1072	20	1
1073	1073	1	1
1074	1074	1	1
1075	1075	37	1
1076	1076	106	1
1077	1077	2	1
1078	1078	66	1
1079	1079	3	1
1080	1080	3	1
1081	1081	10	1
1082	1082	1	1
1083	1083	90	1
1084	1084	1	1
1085	1085	1	1
1086	1086	11	1
1087	1087	16	1
1088	1088	1	1
1089	1089	1	1
1090	1090	27	1
1091	1091	2	1
1092	1092	176	1
1093	1093	20	1
1094	1094	1	1
1095	1095	81	1
1096	1096	1	1
1097	1097	504	1
1098	1098	2	1
1099	1099	1	1
1100	1100	1	1
1101	1101	2	1
1102	1102	1	1
1103	1103	62	1
1104	1104	1	1
1105	1105	2	1
1106	1106	558	1
1107	1107	2	1
1108	1108	71	1
1109	1109	1	1
1110	1110	2120	1
1111	1111	34	1
1112	1112	81	1
1113	1113	452	1
1114	1114	87	1
1115	1115	2	1
1116	1116	6	1
1117	1117	53	1
1118	1118	448	1
1119	1119	75	1
1120	1120	1	1
1121	1121	1	1
1122	1122	12	1
1123	1123	256	1
1124	1124	2	1
1125	1125	1	1
1126	1126	55	1
1127	1127	67	1
1128	1128	2	1
1129	1129	137	1
1130	1130	278	1
1131	1131	1	1
1132	1132	15	1
1133	1133	1	1
1134	1134	631	1
1135	1135	2	1
1136	1136	23	1
1137	1137	10	1
1138	1138	1	1
1139	1139	18	1
1140	1140	98	1
1141	1141	376	1
1142	1142	2	1
1143	1143	1	1
1144	1144	1	1
1145	1145	532	1
1146	1146	16013	1
1147	1147	24	1
1148	1148	28	1
1149	1149	55	1
1150	1150	792	1
1151	1151	46	1
1152	1152	1	1
1153	1153	2	1
1154	1154	11266	1
1155	1155	6	1
1156	1156	863	1
1157	1157	1	1
1158	1158	1222	1
1159	1159	13	1
1160	1160	1	1
1161	1161	4	1
1162	1162	52	1
1163	1163	565	1
1164	1164	631	1
1165	1165	7	1
1166	1166	415	1
1167	1167	3	1
1168	1168	13	1
1169	1169	2	1
1170	1170	1	1
1171	1171	7	1
1172	1172	2	1
1173	1173	4	1
1174	1174	8	1
1175	1175	2	1
1176	1176	1	1
1177	1177	10	1
1178	1178	902	1
1179	1179	2	1
1180	1180	134	1
1181	1181	36	1
1182	1182	8	1
1183	1183	621	1
1184	1184	1354	1
1185	1185	3	1
1186	1186	75	1
1187	1187	1	1
1188	1188	33	1
1189	1189	2	1
1190	1190	1	1
1191	1191	106	1
1192	1192	130	1
1193	1193	1	1
1194	1194	1	1
1195	1195	1	1
1196	1196	1	1
1197	1197	192	1
1198	1198	34	1
1199	1199	6	1
1200	1200	122	1
1201	1201	1	1
1202	1202	1	1
1203	1203	1	1
1204	1204	299	1
1205	1205	1	1
1206	1206	32	1
1207	1207	261	1
1208	1208	4	1
1209	1209	1	1
1210	1210	1	1
1211	1211	6	1
1212	1212	24	1
1213	1213	318	1
1214	1214	2214	1
1215	1215	17	1
1216	1216	87	1
1217	1217	926	1
1218	1218	1	1
1219	1219	2	1
1220	1220	1	1
1221	1221	1	1
1222	1222	1	1
1223	1223	1	1
1224	1224	2	1
1225	1225	2	1
1226	1226	1	1
1227	1227	146	1
1228	1228	3	1
1229	1229	2	1
1230	1230	1	1
1231	1231	2	1
1232	1232	1	1
1233	1233	12	1
1234	1234	1015	1
1235	1235	5	1
1236	1236	1	1
1237	1237	4	1
1238	1238	1	1
1239	1239	7	1
1240	1240	2	1
1241	1241	1308	1
1242	1242	4	1
1243	1243	1	1
1244	1244	1	1
1245	1245	132	1
1246	1246	2	1
1247	1247	61	1
1248	1248	2	1
1249	1249	1	1
1250	1250	8	1
1251	1251	5075	1
1252	1252	340	1
1253	1253	36	1
1254	1254	323	1
1255	1255	286	1
1256	1256	173	1
1257	1257	77	1
1258	1258	1	1
1259	1259	5550	1
1260	1260	1	1
1261	1261	1	1
1262	1262	2	1
1263	1263	1	1
1264	1264	368	1
1265	1265	1	1
1266	1266	1	1
1267	1267	1768	1
1268	1268	10	1
1269	1269	36	1
1270	1270	93	1
1271	1271	56	1
1272	1272	540	1
1273	1273	335	1
1274	1274	94	1
1275	1275	2	1
1276	1276	211	1
1277	1277	6	1
1278	1278	17	1
1279	1279	27	1
1280	1280	66	1
1281	1281	1	1
1282	1282	6	1
1283	1283	1	1
1284	1284	14	1
1285	1285	18	1
1286	1286	3	1
1287	1287	4	1
1288	1288	1	1
1289	1289	6	1
1290	1290	22	1
1291	1291	1	1
1292	1292	22	1
1293	1293	592	1
1294	1294	2	1
1295	1295	169	1
1296	1296	1	1
1297	1297	11	1
1298	1298	1	1
1299	1299	109	1
1300	1300	2	1
1301	1301	42	1
1302	1302	3	1
1303	1303	1	1
1304	1304	1	1
1305	1305	1	1
1306	1306	10	1
1307	1307	4	1
1308	1308	1	1
1309	1309	42	1
1310	1310	347	1
1311	1311	140	1
1312	1312	3	1
1313	1313	1	1
1314	1314	18	1
1315	1315	1	1
1316	1316	4	1
1317	1317	2	1
1318	1318	1	1
1319	1319	3	1
1320	1320	2	1
1321	1321	17	1
1322	1322	1	1
1323	1323	317	1
1324	1324	4	1
1325	1325	1	1
1326	1326	181	1
1327	1327	1	1
1328	1328	185	1
1329	1329	3	1
1330	1330	10	1
1331	1331	10	1
1332	1332	1	1
1333	1333	36	1
1334	1334	2831	1
1335	1335	353	1
1336	1336	3	1
1337	1337	7	1
1338	1338	68	1
1339	1339	1	1
1340	1340	1	1
1341	1341	346	1
1342	1342	53	1
1343	1343	2	1
1344	1344	22	1
1345	1345	22	1
1346	1346	119	1
1347	1347	1	1
1348	1348	2	1
1349	1349	2	1
1350	1350	1	1
1351	1351	1	1
1352	1352	4	1
1353	1353	1	1
1354	1354	22	1
1355	1355	5	1
1356	1356	37	1
1357	1357	77	1
1358	1358	2	1
1359	1359	5	1
1360	1360	1	1
1361	1361	2	1
1362	1362	2	1
1363	1363	98	1
1364	1364	1	1
1365	1365	3	1
1366	1366	1	1
1367	1367	147	1
1368	1368	2	1
1369	1369	86	1
1370	1370	1	1
1371	1371	171	1
1372	1372	140	1
1373	1373	3	1
1374	1374	1	1
1375	1375	2	1
1376	1376	147	1
1377	1377	86	1
1378	1378	3	1
1379	1379	1	1
1380	1380	1	1
1381	1381	1	1
1382	1382	1	1
1383	1383	3	1
1384	1384	18	1
1385	1385	13	1
1386	1386	218	1
1387	1387	4	1
1388	1388	14	1
1389	1389	1	1
1390	1390	1	1
1391	1391	2	1
1392	1392	548	1
1393	1393	7	1
1394	1394	6	1
1395	1395	11	1
1396	1396	68962	1
1397	1397	11	1
1398	1398	14	1
1399	1399	126	1
1400	1400	1	1
1401	1401	2	1
1402	1402	21	1
1403	1403	1	1
1404	1404	11	1
1405	1405	5	1
1406	1406	7	1
1407	1407	4	1
1408	1408	1	1
1409	1409	1	1
1410	1410	1	1
1411	1411	15	1
1412	1412	13	1
1413	1413	9	1
1414	1414	3	1
1415	1415	9	1
1416	1416	3	1
1417	1417	9	1
1418	1418	2	1
1419	1419	2	1
1420	1420	1	1
1421	1421	1	1
1422	1422	1	1
1423	1423	79	1
1424	1424	1	1
1425	1425	30	1
1426	1426	8	1
1427	1427	2	1
1428	1428	2	1
1429	1429	3	1
1430	1430	4	1
1431	1431	19	1
1432	1432	121	1
1433	1433	17	1
1434	1434	3	1
1435	1435	1	1
1436	1436	7	1
1437	1437	2	1
1438	1438	1	1
1439	1439	3	1
1440	1440	1	1
1441	1441	1	1
1442	1442	128	1
1443	1443	1	1
1444	1444	1	1
1445	1445	6582	1
1446	1446	1	1
1447	1447	234	1
1448	1448	1	1
1449	1449	3	1
1450	1450	976	1
1451	1451	42	1
1452	1452	1	1
1453	1453	804	1
1454	1454	1	1
1455	1455	25	1
1456	1456	3	1
1457	1457	197	1
1458	1458	8	1
1459	1459	10	1
1460	1460	22	1
1461	1461	1	1
1462	1462	1	1
1463	1463	27	1
1464	1464	1	1
1465	1465	1	1
1466	1466	19	1
1467	1467	1	1
1468	1468	1	1
1469	1469	23	1
1470	1470	18	1
1471	1471	2	1
1472	1472	1	1
1473	1473	18	1
1474	1474	320	1
1475	1475	750	1
1476	1476	6	1
1477	1477	2	1
1478	1478	258	1
1479	1479	2	1
1480	1480	7	1
1481	1481	5	1
1482	1482	1	1
1483	1483	1	1
1484	1484	1	1
1485	1485	67	1
1486	1486	1	1
1487	1487	133	1
1488	1488	21	1
1489	1489	1	1
1490	1490	1	1
1491	1491	1	1
1492	1492	2	1
1493	1493	1	1
1494	1494	50	1
1495	1495	5	1
1496	1496	708	1
1497	1497	104	1
1498	1498	1	1
1499	1499	1	1
1500	1500	164	1
1501	1501	1	1
1502	1502	25	1
1503	1503	1	1
1504	1504	4	1
1505	1505	50	1
1506	1506	2	1
1507	1507	1	1
1508	1508	11018	1
1509	1509	3	1
1510	1510	119	1
1511	1511	2	1
1512	1512	1	1
1513	1513	1	1
1514	1514	1	1
1515	1515	34	1
1516	1516	11	1
1517	1517	1	1
1518	1518	20	1
1519	1519	2	1
1520	1520	1	1
1521	1521	1	1
1522	1522	5	1
1523	1523	1	1
1524	1524	4	1
1525	1525	45	1
1526	1526	125	1
1527	1527	15	1
1528	1528	1	1
1529	1529	1	1
1530	1530	1	1
1531	1531	32	1
1532	1532	14	1
1533	1533	8	1
1534	1534	1	1
1535	1535	15	1
1536	1536	2	1
1537	1537	2	1
1538	1538	7	1
1539	1539	1	1
1540	1540	31	1
1541	1541	1	1
1542	1542	1	1
1543	1543	5421	1
1544	1544	1	1
1545	1545	1	1
1546	1546	8	1
1547	1547	1	1
1548	1548	1	1
1549	1549	48	1
1550	1550	2	1
1551	1551	2	1
1552	1552	37	1
1553	1553	1353	1
1554	1554	7	1
1555	1555	2	1
1556	1556	1	1
1557	1557	1	1
1558	1558	2	1
1559	1559	47	1
1560	1560	35	1
1561	1561	278	1
1562	1562	7	1
1563	1563	1	1
1564	1564	496	1
1565	1565	5	1
1566	1566	1	1
1567	1567	2	1
1568	1568	19	1
1569	1569	191	1
1570	1570	11	1
1571	1571	3	1
1572	1572	9	1
1573	1573	17	1
1574	1574	4	1
1575	1575	57	1
1576	1576	126	1
1577	1577	9	1
1578	1578	1	1
1579	1579	12	1
1580	1580	17	1
1581	1581	3	1
1582	1582	9	1
1583	1583	23	1
1584	1584	1	1
1585	1585	37	1
1586	1586	22	1
1587	1587	1	1
1588	1588	5	1
1589	1589	2	1
